"ObsID"	"Town_Region"	"Village"	"Date"	"Year"	"Month"	"Day"	"Latitude"	"Longitude"	"Country"	"Confidence"	"Status"	"NumPosAg"	"NumTestAg"	"PropAg"	"NumPosAb"	"NumTestAb"	"PropAb"	"Genus"	"Species"	"DiagnosticMethod"	"Target"	"lat-lon-source"	"Source"	"Citation"	"DOI"	"Human_Random_Survey"	"Notes"
249	"Brong Ahafo"	"Mangoase"	"NA"	"2010-2011"	"NA"	"NA"	7.9685	-1.663166667	"Ghana"	"NA"	"negative"	0	40	0	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"PCR"	"NA"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann KC, Nimo-Paintsil S, Guirguis F, Kronmann LC, Bonney K, Obiri-Danso K, Ampofo W, Fichet-Calvet E. Two novel arenaviruses detected in pygmy mice, Ghana. Emerging infectious diseases. 2013 Nov;19(11):1832."	"10.3201/eid1911.121491"	"F"	"Trapping conducted during the rainy season"
250	"Brong Ahafo"	"Monkwo"	"NA"	"2010-2011"	"NA"	"NA"	7.674166667	-0.633	"Ghana"	"NA"	"negative"	0	17	0	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"PCR"	"NA"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann KC, Nimo-Paintsil S, Guirguis F, Kronmann LC, Bonney K, Obiri-Danso K, Ampofo W, Fichet-Calvet E. Two novel arenaviruses detected in pygmy mice, Ghana. Emerging infectious diseases. 2013 Nov;19(11):1832."	"10.3201/eid1911.121491"	"F"	"Trapping conducted during the rainy season"
251	"NA"	"Worogui"	"NA"	"2016 -2017"	"NA"	"NA"	8.883947222	2.671825	"Benin"	"NA"	"negative"	0	3	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"PCR"	"NA"	"Yadouleton_Agolinou_2019"	"Yadouleton_Agolinou_2019"	"Yadouleton A, Agolinou A, Kourouma F, Saizonou R, Pahlmann M, Bedié SK, Bankolé H, Becker-Ziaja B, Gbaguidi F, Thielebein A, Magassouba NF. Lassa Virus in Pygmy Mice, Benin, 2016–2017. Emerging infectious diseases. 2019 Oct;25(10):1977."	"10.3201/eid2510.180523"	"F"	"NA"
252	"NA"	"Yambouan"	"NA"	"2016 -2017"	"NA"	"NA"	8.973844444	2.750744444	"Benin"	"NA"	"negative"	0	3	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"PCR"	"NA"	"Yadouleton_Agolinou_2019"	"Yadouleton_Agolinou_2019"	"Yadouleton A, Agolinou A, Kourouma F, Saizonou R, Pahlmann M, Bedié SK, Bankolé H, Becker-Ziaja B, Gbaguidi F, Thielebein A, Magassouba NF. Lassa Virus in Pygmy Mice, Benin, 2016–2017. Emerging infectious diseases. 2019 Oct;25(10):1977."	"10.3201/eid2510.180523"	"F"	"NA"
253	"Pita"	"Gagal"	"NA"	"2002-2005"	"NA"	"NA"	11.0833333	-12.2833333	"Guinea"	"NA"	"negative"	0	11	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"PCR"	"NA"	"Fichet-Calvet_Database"	"Lecompte_Fichet-Calvet_2006"	"Lecompte E, Fichet-Calvet E, Daffis S, Koulémou K, Sylla O, Kourouma F, Doré A, Soropogui B, Aniskin V, Allali B, Kan SK. Mastomys natalensis and lassa fever, West Africa. Emerging infectious diseases. 2006 Dec;12(12):1971."	"10.3201/eid1212.060812"	"F"	"From EFC database. Number of rodents that were tested from EFC (Fichet-Calvet, 2014)"
254	"Faranah"	"Gbetaya"	"NA"	"2002-2005"	"NA"	"NA"	9.84	-11.0333333	"Guinea"	"NA"	"positive"	5	42	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"PCR"	"NA"	"Fichet-Calvet_Database"	"Lecompte_Fichet-Calvet_2006"	"Lecompte E, Fichet-Calvet E, Daffis S, Koulémou K, Sylla O, Kourouma F, Doré A, Soropogui B, Aniskin V, Allali B, Kan SK. Mastomys natalensis and lassa fever, West Africa. Emerging infectious diseases. 2006 Dec;12(12):1971."	"10.3201/eid1212.060812"	"F"	"From EFC database. Number of rodents that were tested from EFC (Fichet-Calvet, 2007)"
255	"Faranah"	"Bantou"	"NA"	"2002-2005"	"NA"	"NA"	10.0666667	-10.5833333	"Guinea"	"NA"	"positive"	44	294	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"PCR"	"NA"	"Fichet-Calvet_Database"	"Lecompte_Fichet-Calvet_2006"	"Lecompte E, Fichet-Calvet E, Daffis S, Koulémou K, Sylla O, Kourouma F, Doré A, Soropogui B, Aniskin V, Allali B, Kan SK. Mastomys natalensis and lassa fever, West Africa. Emerging infectious diseases. 2006 Dec;12(12):1971."	"10.3201/eid1212.060812"	"F"	"From EFC database. Number of rodents that were tested from EFC (Fichet-Calvet, 2007)"
256	"Faranah"	"Tanganya"	"NA"	"2002-2005"	"NA"	"NA"	10	-10.9666667	"Guinea"	"NA"	"positive"	31	217	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"PCR"	"NA"	"Fichet-Calvet_Database"	"Lecompte_Fichet-Calvet_2006"	"Lecompte E, Fichet-Calvet E, Daffis S, Koulémou K, Sylla O, Kourouma F, Doré A, Soropogui B, Aniskin V, Allali B, Kan SK. Mastomys natalensis and lassa fever, West Africa. Emerging infectious diseases. 2006 Dec;12(12):1971."	"10.3201/eid1212.060812"	"F"	"From EFC database. Number of rodents that were tested from EFC (Fichet-Calvet, 2007)"
257	"Macenta"	"Sangassou"	"NA"	"2002-2005"	"NA"	"NA"	8.6	-9.4666667	"Guinea"	"NA"	"negative"	0	14	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"PCR"	"NA"	"Fichet-Calvet_Database"	"Lecompte_Fichet-Calvet_2006"	"Lecompte E, Fichet-Calvet E, Daffis S, Koulémou K, Sylla O, Kourouma F, Doré A, Soropogui B, Aniskin V, Allali B, Kan SK. Mastomys natalensis and lassa fever, West Africa. Emerging infectious diseases. 2006 Dec;12(12):1971."	"10.3201/eid1212.060812"	"F"	"From EFC database. Number of rodents that were tested from EFC (Fichet-Calvet, 2014)"
258	"Gueckedou"	"Denguedou"	"NA"	"2002-2005"	"NA"	"NA"	8.4927778	-10.4452778	"Guinea"	"NA"	"positive"	16	104	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"PCR"	"NA"	"Fichet-Calvet_Database"	"Lecompte_Fichet-Calvet_2006"	"Lecompte E, Fichet-Calvet E, Daffis S, Koulémou K, Sylla O, Kourouma F, Doré A, Soropogui B, Aniskin V, Allali B, Kan SK. Mastomys natalensis and lassa fever, West Africa. Emerging infectious diseases. 2006 Dec;12(12):1971."	"10.3201/eid1212.060812"	"F"	"Number of rodents tested from EFC personal data"
259	"Yomou"	"Bamakama"	"NA"	"2002-2005"	"NA"	"NA"	7.7163889	-9.2686111	"Guinea"	"NA"	"negative"	0	35	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"PCR"	"NA"	"Fichet-Calvet_Database"	"Lecompte_Fichet-Calvet_2006"	"Lecompte E, Fichet-Calvet E, Daffis S, Koulémou K, Sylla O, Kourouma F, Doré A, Soropogui B, Aniskin V, Allali B, Kan SK. Mastomys natalensis and lassa fever, West Africa. Emerging infectious diseases. 2006 Dec;12(12):1971."	"10.3201/eid1212.060812"	"F"	"Number of rodents tested from EFC personal data"
260	"Nzerekore"	"Bhoita"	"NA"	"2002-2005"	"NA"	"NA"	8.0833333	-8.9144444	"Guinea"	"NA"	"negative"	0	24	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"PCR"	"NA"	"Fichet-Calvet_Database"	"Lecompte_Fichet-Calvet_2006"	"Lecompte E, Fichet-Calvet E, Daffis S, Koulémou K, Sylla O, Kourouma F, Doré A, Soropogui B, Aniskin V, Allali B, Kan SK. Mastomys natalensis and lassa fever, West Africa. Emerging infectious diseases. 2006 Dec;12(12):1971."	"10.3201/eid1212.060812"	"F"	"From EFC database. Number of rodents that were tested from EFC (Fichet-Calvet, 2014)"
261	"Kankan"	"Franfina"	"NA"	"2002-2005"	"NA"	"NA"	9.6333333	-8.9433333	"Guinea"	"NA"	"negative"	0	70	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"PCR"	"NA"	"Fichet-Calvet_Database"	"Lecompte_Fichet-Calvet_2006"	"Lecompte E, Fichet-Calvet E, Daffis S, Koulémou K, Sylla O, Kourouma F, Doré A, Soropogui B, Aniskin V, Allali B, Kan SK. Mastomys natalensis and lassa fever, West Africa. Emerging infectious diseases. 2006 Dec;12(12):1971."	"10.3201/eid1212.060812"	"F"	"From EFC database. Number of rodents that were tested from EFC (Fichet-Calvet, 2014)"
262	"Kankan"	"Kodoko"	"NA"	"2002-2005"	"NA"	"NA"	10.5	-9.0166667	"Guinea"	"NA"	"negative"	0	9	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"PCR"	"NA"	"Fichet-Calvet_Database"	"Lecompte_Fichet-Calvet_2006"	"Lecompte E, Fichet-Calvet E, Daffis S, Koulémou K, Sylla O, Kourouma F, Doré A, Soropogui B, Aniskin V, Allali B, Kan SK. Mastomys natalensis and lassa fever, West Africa. Emerging infectious diseases. 2006 Dec;12(12):1971."	"10.3201/eid1212.060812"	"F"	"From EFC database. Number of rodents that were tested from EFC (Fichet-Calvet, 2014)"
263	"Siguiri"	"Saourou"	"NA"	"2002-2006"	"NA"	"NA"	11.5166667	-9	"Guinea"	"NA"	"negative"	0	33	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"PCR"	"NA"	"Fichet-Calvet_Database"	"Lecompte_Fichet-Calvet_2006"	"Lecompte E, Fichet-Calvet E, Daffis S, Koulémou K, Sylla O, Kourouma F, Doré A, Soropogui B, Aniskin V, Allali B, Kan SK. Mastomys natalensis and lassa fever, West Africa. Emerging infectious diseases. 2006 Dec;12(12):1971."	"10.3201/eid1212.060812"	"F"	"From EFC database. Number of rodents that were tested from EFC (Fichet-Calvet, 2014)"
264	"Lofa"	"Zorzor (Curran Lutheran Hospital)"	"NA"	1973	"NA"	"NA"	7.5	-10.1	"Liberia"	"NA"	"positive"	9	174	"NA"	"NA"	"NA"	"NA"	"Homo"	"sapiens"	"CF, isolation"	"NA"	"Monath_Mertens_1973"	"Monath_Mertens_1973"	"Monath TP, Mertens PE, Patton R, Moser CR, Baum JJ, Pinneo L, Gary GW, Kissling RE. A hospital epidemic of Lassa fever in Zorzor, Liberia, March-April 1972. The American journal of tropical medicine and hygiene. 1973 Nov 1;22(6):773-9."	"10.4269/ajtmh.1973.22.773"	"F"	"Hospital staff and patients tested during outbreak"
265	"Zorzor"	"Zigida"	"NA"	1973	"NA"	"NA"	8.03	-9.48	"Liberia"	"high"	"negative"	"NA"	"NA"	"NA"	4	133	0.030075188	"Homo"	"sapiens"	"CF"	"NA"	"google"	"Monath_Mertens_1973"	"Monath TP, Mertens PE, Patton R, Moser CR, Baum JJ, Pinneo L, Gary GW, Kissling RE. A hospital epidemic of Lassa fever in Zorzor, Liberia, March-April 1972. The American journal of tropical medicine and hygiene. 1973 Nov 1;22(6):773-9."	"10.4269/ajtmh.1973.22.773"	"T"	"Village serosurvey briefly mentioned at the end of the paper"
266	"Gueckedou"	"Denguedou"	"NA"	1993	"NA"	"NA"	8.4927778	-10.4452778	"Guinea"	"high"	"positive"	"NA"	"NA"	"NA"	"NA"	"NA"	0.13	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"terMeulen_Lukashevich_1996"	"Ter Meulen J, Lukashevich I, Sidibe K, Inapogui A, Marx M, Dorlemann A, Yansane ML, Koulemou K, Chang-Claude J, Schmitz H. Hunting of peridomestic rodents and consumption of their meat as possible risk factors for rodent-to-human transmission of Lassa virus in the Republic of Guinea. The American journal of tropical medicine and hygiene. 1996 Dec 1;55(6):661-6."	"10.4269/ajtmh.1996.55.661"	"F"	"From Elisabeth Fichet-Calvet: ""Percentages are from personnal communication provided by Kekoura Koulemou, one of the co-authors in Ter Meulen et al. 1996"""
267	"Gueckedou"	"Fangamandou"	"NA"	1993	"NA"	"NA"	8.5	-10.6	"Guinea"	"high"	"positive"	"NA"	"NA"	"NA"	"NA"	"NA"	0.13	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"terMeulen_Lukashevich_1996"	"Ter Meulen J, Lukashevich I, Sidibe K, Inapogui A, Marx M, Dorlemann A, Yansane ML, Koulemou K, Chang-Claude J, Schmitz H. Hunting of peridomestic rodents and consumption of their meat as possible risk factors for rodent-to-human transmission of Lassa virus in the Republic of Guinea. The American journal of tropical medicine and hygiene. 1996 Dec 1;55(6):661-6."	"10.4269/ajtmh.1996.55.661"	"F"	"From Elisabeth Fichet-Calvet: ""Percentages are from personnal communication provided by Kekoura Koulemou, one of the co-authors in Ter Meulen et al. 1996"""
268	"Gueckedou"	"Guedembou"	"NA"	1993	"NA"	"NA"	8.7602778	-9.9955556	"Guinea"	"high"	"positive"	"NA"	"NA"	"NA"	"NA"	"NA"	0.19	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"terMeulen_Lukashevich_1996"	"Ter Meulen J, Lukashevich I, Sidibe K, Inapogui A, Marx M, Dorlemann A, Yansane ML, Koulemou K, Chang-Claude J, Schmitz H. Hunting of peridomestic rodents and consumption of their meat as possible risk factors for rodent-to-human transmission of Lassa virus in the Republic of Guinea. The American journal of tropical medicine and hygiene. 1996 Dec 1;55(6):661-6."	"10.4269/ajtmh.1996.55.661"	"F"	"From Elisabeth Fichet-Calvet: ""Percentages are from personnal communication provided by Kekoura Koulemou, one of the co-authors in Ter Meulen et al. 1996"""
269	"Gueckedou"	"Kassadou"	"NA"	1993	"NA"	"NA"	8.9127778	-10.3502778	"Guinea"	"high"	"positive"	"NA"	"NA"	"NA"	"NA"	"NA"	0.33	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"terMeulen_Lukashevich_1996"	"Ter Meulen J, Lukashevich I, Sidibe K, Inapogui A, Marx M, Dorlemann A, Yansane ML, Koulemou K, Chang-Claude J, Schmitz H. Hunting of peridomestic rodents and consumption of their meat as possible risk factors for rodent-to-human transmission of Lassa virus in the Republic of Guinea. The American journal of tropical medicine and hygiene. 1996 Dec 1;55(6):661-6."	"10.4269/ajtmh.1996.55.661"	"F"	"From Elisabeth Fichet-Calvet: ""Percentages are from personnal communication provided by Kekoura Koulemou, one of the co-authors in Ter Meulen et al. 1996"""
270	"Gueckedou"	"Koundou"	"NA"	1993	"NA"	"NA"	8.6380556	-10.4447222	"Guinea"	"high"	"negative"	"NA"	"NA"	"NA"	"NA"	"NA"	0.05	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"terMeulen_Lukashevich_1996"	"Ter Meulen J, Lukashevich I, Sidibe K, Inapogui A, Marx M, Dorlemann A, Yansane ML, Koulemou K, Chang-Claude J, Schmitz H. Hunting of peridomestic rodents and consumption of their meat as possible risk factors for rodent-to-human transmission of Lassa virus in the Republic of Guinea. The American journal of tropical medicine and hygiene. 1996 Dec 1;55(6):661-6."	"10.4269/ajtmh.1996.55.661"	"F"	"From Elisabeth Fichet-Calvet: ""Percentages are from personnal communication provided by Kekoura Koulemou, one of the co-authors in Ter Meulen et al. 1996"""
271	"Gueckedou"	"Kpolodou"	"NA"	1993	"NA"	"NA"	8.8491667	-10.3388889	"Guinea"	"high"	"positive"	"NA"	"NA"	"NA"	"NA"	"NA"	0.38	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"terMeulen_Lukashevich_1996"	"Ter Meulen J, Lukashevich I, Sidibe K, Inapogui A, Marx M, Dorlemann A, Yansane ML, Koulemou K, Chang-Claude J, Schmitz H. Hunting of peridomestic rodents and consumption of their meat as possible risk factors for rodent-to-human transmission of Lassa virus in the Republic of Guinea. The American journal of tropical medicine and hygiene. 1996 Dec 1;55(6):661-6."	"10.4269/ajtmh.1996.55.661"	"F"	"From Elisabeth Fichet-Calvet: ""Percentages are from personnal communication provided by Kekoura Koulemou, one of the co-authors in Ter Meulen et al. 1996"""
272	"Gueckedou"	"Tekoulo"	"NA"	1993	"NA"	"NA"	8.54	-10.01	"Guinea"	"high"	"positive"	"NA"	"NA"	"NA"	"NA"	"NA"	0.1	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"terMeulen_Lukashevich_1996"	"Ter Meulen J, Lukashevich I, Sidibe K, Inapogui A, Marx M, Dorlemann A, Yansane ML, Koulemou K, Chang-Claude J, Schmitz H. Hunting of peridomestic rodents and consumption of their meat as possible risk factors for rodent-to-human transmission of Lassa virus in the Republic of Guinea. The American journal of tropical medicine and hygiene. 1996 Dec 1;55(6):661-6."	"10.4269/ajtmh.1996.55.661"	"F"	"From Elisabeth Fichet-Calvet: ""Percentages are from personnal communication provided by Kekoura Koulemou, one of the co-authors in Ter Meulen et al. 1996"""
273	"Gueckedou"	"Temessadou"	"NA"	1993	"NA"	"NA"	8.6655556	-10.3097222	"Guinea"	"high"	"positive"	"NA"	"NA"	"NA"	"NA"	"NA"	0.1	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"terMeulen_Lukashevich_1996"	"Ter Meulen J, Lukashevich I, Sidibe K, Inapogui A, Marx M, Dorlemann A, Yansane ML, Koulemou K, Chang-Claude J, Schmitz H. Hunting of peridomestic rodents and consumption of their meat as possible risk factors for rodent-to-human transmission of Lassa virus in the Republic of Guinea. The American journal of tropical medicine and hygiene. 1996 Dec 1;55(6):661-6."	"10.4269/ajtmh.1996.55.661"	"F"	"From Elisabeth Fichet-Calvet: ""Percentages are from personnal communication provided by Kekoura Koulemou, one of the co-authors in Ter Meulen et al. 1996"""
274	"Gueckedou"	"Tomandou"	"NA"	1993	"NA"	"NA"	8.5	-10.3	"Guinea"	"high"	"positive"	"NA"	"NA"	"NA"	"NA"	"NA"	0.1	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"terMeulen_Lukashevich_1996"	"Ter Meulen J, Lukashevich I, Sidibe K, Inapogui A, Marx M, Dorlemann A, Yansane ML, Koulemou K, Chang-Claude J, Schmitz H. Hunting of peridomestic rodents and consumption of their meat as possible risk factors for rodent-to-human transmission of Lassa virus in the Republic of Guinea. The American journal of tropical medicine and hygiene. 1996 Dec 1;55(6):661-6."	"10.4269/ajtmh.1996.55.661"	"F"	"From Elisabeth Fichet-Calvet: ""Percentages are from personnal communication provided by Kekoura Koulemou, one of the co-authors in Ter Meulen et al. 1996"""
275	"Kailahum"	"Daru"	"NA"	1993	"NA"	"NA"	7.9902778	-10.8544444	"Sierra Leone"	"high"	"positive"	1	"NA"	"NA"	3	"NA"	"NA"	"Homo"	"sapiens"	"PCR, IFA"	"IgG, IgM"	"EFC database"	"terMeulen_Lenz_2001"	"Ter Meulen J, Lenz O, Koivogui L, Magassouba NF, Kaushik SK, Lewis R, Aldis W. Lassa fever in Sierra Leone: UN peacekeepers are at risk. Tropical Medicine & International Health. 2001 Jan;6(1):83-4."	"10.1046/j.1365-3156.2001.00676.x"	"F"	"From Elisabeth Fichet-Calvet: ""Percentages are from personnal communication provided by Kekoura Koulemou, one of the co-authors in Ter Meulen et al. 1996"""
276	"Pita"	"Dongol"	"NA"	1993	"NA"	"NA"	11.0833333	-12.4	"Guinea"	"high"	"negative"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Koulemou, pers.com"	"Ter Meulen J, Lukashevich I, Sidibe K, Inapogui A, Marx M, Dorlemann A, Yansane ML, Koulemou K, Chang-Claude J, Schmitz H. Hunting of peridomestic rodents and consumption of their meat as possible risk factors for rodent-to-human transmission of Lassa virus in the Republic of Guinea. The American journal of tropical medicine and hygiene. 1996 Dec 1;55(6):661-6."	"10.1046/j.1365-3156.2001.00676.x"	"F"	"From Elisabeth Fichet-Calvet: ""Seroprevalence is +/-0.03. These are personnal communication provided by Kekoura Koulemou, one of the co-authors in Ter Meulen et al. 1996"""
277	"Pita"	"Gongore"	"NA"	1997	"NA"	"NA"	10.833	-12.417	"Guinea"	"high"	"negative"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Koulemou, pers.com"	"Ter Meulen J, Lukashevich I, Sidibe K, Inapogui A, Marx M, Dorlemann A, Yansane ML, Koulemou K, Chang-Claude J, Schmitz H. Hunting of peridomestic rodents and consumption of their meat as possible risk factors for rodent-to-human transmission of Lassa virus in the Republic of Guinea. The American journal of tropical medicine and hygiene. 1996 Dec 1;55(6):661-6."	"10.1046/j.1365-3156.2001.00676.x"	"F"	"From Elisabeth Fichet-Calvet: ""Seroprevalence is +/-0.03. These are personnal communication provided by Kekoura Koulemou, one of the co-authors in Ter Meulen et al. 1996"""
278	"Pita"	"Laba"	"NA"	1994	"NA"	"NA"	11.25	-12.65	"Guinea"	"high"	"negative"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Koulemou, pers.com"	"Ter Meulen J, Lukashevich I, Sidibe K, Inapogui A, Marx M, Dorlemann A, Yansane ML, Koulemou K, Chang-Claude J, Schmitz H. Hunting of peridomestic rodents and consumption of their meat as possible risk factors for rodent-to-human transmission of Lassa virus in the Republic of Guinea. The American journal of tropical medicine and hygiene. 1996 Dec 1;55(6):661-6."	"10.1046/j.1365-3156.2001.00676.x"	"F"	"From Elisabeth Fichet-Calvet: ""Seroprevalence is +/-0.03. These are personnal communication provided by Kekoura Koulemou, one of the co-authors in Ter Meulen et al. 1996"""
279	"Pita"	"Maci"	"NA"	1996	"NA"	"NA"	10.917	-12.433	"Guinea"	"high"	"negative"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Koulemou, pers.com"	"Ter Meulen J, Lukashevich I, Sidibe K, Inapogui A, Marx M, Dorlemann A, Yansane ML, Koulemou K, Chang-Claude J, Schmitz H. Hunting of peridomestic rodents and consumption of their meat as possible risk factors for rodent-to-human transmission of Lassa virus in the Republic of Guinea. The American journal of tropical medicine and hygiene. 1996 Dec 1;55(6):661-6."	"10.1046/j.1365-3156.2001.00676.x"	"F"	"From Elisabeth Fichet-Calvet: ""Seroprevalence is +/-0.03. These are personnal communication provided by Kekoura Koulemou, one of the co-authors in Ter Meulen et al. 1996"""
280	"Pita"	"Melikansa"	"NA"	1998	"NA"	"NA"	11.066	-12.25	"Guinea"	"high"	"negative"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Koulemou, pers.com"	"Ter Meulen J, Lukashevich I, Sidibe K, Inapogui A, Marx M, Dorlemann A, Yansane ML, Koulemou K, Chang-Claude J, Schmitz H. Hunting of peridomestic rodents and consumption of their meat as possible risk factors for rodent-to-human transmission of Lassa virus in the Republic of Guinea. The American journal of tropical medicine and hygiene. 1996 Dec 1;55(6):661-6."	"10.1046/j.1365-3156.2001.00676.x"	"F"	"From Elisabeth Fichet-Calvet: ""Seroprevalence is +/-0.03. These are personnal communication provided by Kekoura Koulemou, one of the co-authors in Ter Meulen et al. 1996"""
281	"Pita"	"Wansan"	"NA"	1995	"NA"	"NA"	11.09	-12.52	"Guinea"	"high"	"negative"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Koulemou, pers.com"	"Ter Meulen J, Lukashevich I, Sidibe K, Inapogui A, Marx M, Dorlemann A, Yansane ML, Koulemou K, Chang-Claude J, Schmitz H. Hunting of peridomestic rodents and consumption of their meat as possible risk factors for rodent-to-human transmission of Lassa virus in the Republic of Guinea. The American journal of tropical medicine and hygiene. 1996 Dec 1;55(6):661-6."	"10.1046/j.1365-3156.2001.00676.x"	"F"	"From Elisabeth Fichet-Calvet: ""Seroprevalence is +/-0.03. These are personnal communication provided by Kekoura Koulemou, one of the co-authors in Ter Meulen et al. 1996"""
282	"Ondo state"	"NA"	"NA"	"1987?"	"NA"	"NA"	7.1	4.8333333	"Nigeria"	"high"	"positive"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Tomori_Fabiyi_1988"	"Tomori O, Fabiyi A, Sorungbe A, Smith A, McCormick JB. Viral hemorrhagic fever antibodies in Nigerian populations. The American journal of tropical medicine and hygiene. 1988 Mar 1;38(2):407-10."	"10.4269/ajtmh.1988.38.407"	"F"	"Number tested is not reported"
283	"Plateau state"	"NA"	"NA"	"1987?"	"NA"	"NA"	8.4833333	8.5166667	"Nigeria"	"high"	"positive"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Tomori_Fabiyi_1988"	"Tomori O, Fabiyi A, Sorungbe A, Smith A, McCormick JB. Viral hemorrhagic fever antibodies in Nigerian populations. The American journal of tropical medicine and hygiene. 1988 Mar 1;38(2):407-10."	"10.4269/ajtmh.1988.38.407"	"F"	"Number tested is not reported"
284	"Benue state"	"Gboko"	"NA"	"1987?"	"NA"	"NA"	7.3166667	9	"Nigeria"	"high"	"positive"	"NA"	"NA"	"NA"	"NA"	"NA"	0.37	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Tomori_Fabiyi_1988"	"Tomori O, Fabiyi A, Sorungbe A, Smith A, McCormick JB. Viral hemorrhagic fever antibodies in Nigerian populations. The American journal of tropical medicine and hygiene. 1988 Mar 1;38(2):407-10."	"10.4269/ajtmh.1988.38.407"	"F"	"Number tested is not reported"
285	"Taraba state"	"Gongola"	"NA"	"1987?"	"NA"	"NA"	8.5	11.5	"Nigeria"	"high"	"positive"	"NA"	"NA"	"NA"	"NA"	"NA"	0.13	"Homo"	"sapiens"	"IFA"	"IgG"	"EFC database"	"Tomori_Fabiyi_1988"	"Tomori O, Fabiyi A, Sorungbe A, Smith A, McCormick JB. Viral hemorrhagic fever antibodies in Nigerian populations. The American journal of tropical medicine and hygiene. 1988 Mar 1;38(2):407-10."	"10.4269/ajtmh.1988.38.407"	"F"	"Number tested is not reported"
